id,sector,cluster,measure,validated,phase,phase_category,gap,risk,ownership
nh_95,natural hazard management,providing improved hazard and risk information to strengthen risk prevention in spatial planning and land use planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
nh_95,natural hazard management,providing improved hazard and risk information to strengthen risk prevention in spatial planning and land use planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Prevention: non-structural,non-structural,awareness & recognition,"multi-hazard, multi-risk",national & subnational
nh_96,natural hazard management,providing improved hazard and risk information to strengthen risk prevention in spatial planning and land use planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_96,natural hazard management,providing improved hazard and risk information to strengthen risk prevention in spatial planning and land use planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
nh_96,natural hazard management,providing improved hazard and risk information to strengthen risk prevention in spatial planning and land use planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_96,natural hazard management,providing improved hazard and risk information to strengthen risk prevention in spatial planning and land use planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",national & subnational
nh_97,natural hazard management,providing improved hazard and risk information to strengthen risk prevention in spatial planning and land use planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Recovery: structural,structural,policy design & planning,"multi-hazard, multi-risk",transnational
nh_97,natural hazard management,providing improved hazard and risk information to strengthen risk prevention in spatial planning and land use planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Recovery: structural,structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
nh_98,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Climate proofing of local projects (e.g. Construction, funding)",1,Prevention: non-structural,non-structural,awareness & recognition,"multi-hazard, multi-risk",national & subnational
nh_98,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Climate proofing of local projects (e.g. Construction, funding)",1,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
nh_98,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",1,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_99,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",0,Prevention: non-structural,non-structural,"knowledge, data & evidence","floods: riverine, fluvial","multi-level, cross-level, co-owned"
nh_99,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",0,Prevention: non-structural,non-structural,"knowledge, data & evidence",flooding: pluvial,"multi-level, cross-level, co-owned"
nh_99,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",0,Prevention: non-structural,non-structural,policy design & planning,"floods: riverine, fluvial","multi-level, cross-level, co-owned"
nh_99,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",0,Prevention: non-structural,non-structural,policy design & planning,flooding: pluvial,"multi-level, cross-level, co-owned"
nh_99,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",0,Prevention: non-structural,non-structural,effectiveness & efficiency,"floods: riverine, fluvial","multi-level, cross-level, co-owned"
nh_99,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",0,Prevention: non-structural,non-structural,effectiveness & efficiency,flooding: pluvial,"multi-level, cross-level, co-owned"
nh_100,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",0,Prevention: non-structural,non-structural,policy design & planning,"floods: riverine, fluvial",national & subnational
nh_100,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Enhanced municipal risk precaution with specialized offers, like a natural hazard risks precaution check (âvorsorgecheck naturgefahren im klimawandelâ). This could help coordinating the implementation process of resilience strategies between municipalities.",0,Prevention: non-structural,non-structural,policy design & planning,flooding: pluvial,national & subnational
nh_100,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Enhanced municipal risk precaution with specialized offers, like a natural hazard risks precaution check (âvorsorgecheck naturgefahren im klimawandelâ). This could help coordinating the implementation process of resilience strategies between municipalities.",0,Prevention: non-structural,non-structural,awareness & recognition,"floods: riverine, fluvial",national & subnational
nh_100,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Enhanced municipal risk precaution with specialized offers, like a natural hazard risks precaution check (âvorsorgecheck naturgefahren im klimawandelâ). This could help coordinating the implementation process of resilience strategies between municipalities.",0,Prevention: non-structural,non-structural,awareness & recognition,flooding: pluvial,national & subnational
nh_100,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Enhanced municipal risk precaution with specialized offers, like a natural hazard risks precaution check (âvorsorgecheck naturgefahren im klimawandelâ). This could help coordinating the implementation process of resilience strategies between municipalities.",0,Prevention: structural,structural,policy design & planning,"floods: riverine, fluvial",national & subnational
nh_100,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Improved structural and organizational measures for municipal risk precaution, which should be deducted from hazard zone maps. This could help solving issues like the difficulty to find suiting technical instrumentation in the response phase and the lacking consideration of wind hazards in civil protection and contingency plans. The overall goal should, however, be to get out of the logic of documents with check boxes and bring the municipality crisis plan to life.",0,Prevention: structural,structural,policy design & planning,flooding: pluvial,national & subnational
nh_100,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Improved structural and organizational measures for municipal risk precaution, which should be deducted from hazard zone maps. This could help solving issues like the difficulty to find suiting technical instrumentation in the response phase and the lacking consideration of wind hazards in civil protection and contingency plans. The overall goal should, however, be to get out of the logic of documents with check boxes and bring the municipality crisis plan to life.",0,Prevention: structural,structural,awareness & recognition,"floods: riverine, fluvial",national & subnational
nh_100,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",Adequate use of preventive measures advocated by local institutions,0,Prevention: structural,structural,awareness & recognition,flooding: pluvial,national & subnational
nh_101,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",Adequate use of preventive measures advocated by local institutions,0,Prevention: structural,structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_101,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",Adequate use of preventive measures advocated by local institutions,0,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_102,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",Providing model templates for municipal disaster prevention plans (e.g. In austria provided by the regional centre for crisis and disaster management),1,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_103,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Disaster prevention plans should include (inter alia): legal frameworks for civil protection organisation; checklists and flowcharts for risks (e.g. Floods, blackouts); emergency contacts and communication protocols; public warning systems and press coordination; lists of emergency personnel, accommodation resources, and evacuation plans; inventories of critical buildings, support operations, and protective structures; alarm plans and sample forms.",1,Prevention: non-structural,non-structural,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
nh_103,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Disaster prevention plans should include (inter alia): legal frameworks for civil protection organisation; checklists and flowcharts for risks (e.g. Floods, blackouts); emergency contacts and communication protocols; public warning systems and press coordination; lists of emergency personnel, accommodation resources, and evacuation plans; inventories of critical buildings, support operations, and protective structures; alarm plans and sample forms.",1,Prevention: non-structural,non-structural,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
nh_103,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Disaster prevention plans should include (inter alia): legal frameworks for civil protection organisation; checklists and flowcharts for risks (e.g. Floods, blackouts); emergency contacts and communication protocols; public warning systems and press coordination; lists of emergency personnel, accommodation resources, and evacuation plans; inventories of critical buildings, support operations, and protective structures; alarm plans and sample forms.",1,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_103,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Disaster prevention plans should include (inter alia): legal frameworks for civil protection organisation; checklists and flowcharts for risks (e.g. Floods, blackouts); emergency contacts and communication protocols; public warning systems and press coordination; lists of emergency personnel, accommodation resources, and evacuation plans; inventories of critical buildings, support operations, and protective structures; alarm plans and sample forms.",1,Recovery: learning,learning,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
nh_103,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Disaster prevention plans should include (inter alia): legal frameworks for civil protection organisation; checklists and flowcharts for risks (e.g. Floods, blackouts); emergency contacts and communication protocols; public warning systems and press coordination; lists of emergency personnel, accommodation resources, and evacuation plans; inventories of critical buildings, support operations, and protective structures; alarm plans and sample forms.",1,Recovery: learning,learning,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
nh_103,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Disaster prevention plans should include (inter alia): legal frameworks for civil protection organisation; checklists and flowcharts for risks (e.g. Floods, blackouts); emergency contacts and communication protocols; public warning systems and press coordination; lists of emergency personnel, accommodation resources, and evacuation plans; inventories of critical buildings, support operations, and protective structures; alarm plans and sample forms.",1,Recovery: learning,learning,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_104,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Even if municipal emergency plans are available, some processes overly depend on individuals, necessitating written, person-independent checklists.",0,Prevention: non-structural,non-structural,governance: organisational & procedural,"multi-hazard, multi-risk",transnational
nh_104,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Even if municipal emergency plans are available, some processes overly depend on individuals, necessitating written, person-independent checklists.",0,Prevention: non-structural,non-structural,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
nh_105,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Even if municipal emergency plans are available, some processes overly depend on individuals, necessitating written, person-independent checklists.",0,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_105,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Even if municipal emergency plans are available, some processes overly depend on individuals, necessitating written, person-independent checklists.",0,Prevention: non-structural,non-structural,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
nh_106,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Emergency plans must ensure access to equipment and pre-identified debris deposit areas. Sharing resources across regions and planning depositional areas in advance can streamline responses, but legal, environmental, and compensation issues must be addressed.",1,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_106,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Emergency plans must ensure access to equipment and pre-identified debris deposit areas. Sharing resources across regions and planning depositional areas in advance can streamline responses, but legal, environmental, and compensation issues must be addressed.",1,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
nh_106,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Emergency plans must ensure access to equipment and pre-identified debris deposit areas. Sharing resources across regions and planning depositional areas in advance can streamline responses, but legal, environmental, and compensation issues must be addressed.",1,Prevention: non-structural,non-structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
nh_107,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Emergency plans must ensure access to equipment and pre-identified debris deposit areas. Sharing resources across regions and planning depositional areas in advance can streamline responses, but legal, environmental, and compensation issues must be addressed.",1,Prevention: non-structural,non-structural,"knowledge, data & evidence","floods: riverine, fluvial",national & subnational
nh_107,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",The civil prevention/protection plans are not well known by the local administration and by the population.,1,Prevention: non-structural,non-structural,"knowledge, data & evidence",flooding: pluvial,national & subnational
nh_107,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",The civil prevention/protection plans are not well known by the local administration and by the population.,1,Prevention: non-structural,non-structural,policy design & planning,"floods: riverine, fluvial",national & subnational
nh_107,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",The civil prevention plans did not cover all the scenarios that occurred (e.g. Wind hazards).,1,Prevention: non-structural,non-structural,policy design & planning,flooding: pluvial,national & subnational
nh_108,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",The civil prevention plans did not cover all the scenarios that occurred (e.g. Wind hazards).,0,Prevention: non-structural,non-structural,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
nh_108,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,0,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_109,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,0,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_109,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,0,Prevention: non-structural,non-structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
nh_109,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,0,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_109,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,0,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
nh_110,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessments",Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,1,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_110,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessments",Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,1,Prevention: non-structural,non-structural,awareness & recognition,"multi-hazard, multi-risk",national & subnational
nh_110,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessments",Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,1,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
nh_110,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessments","There is no community operation management (\""\""\""\""gemeindeeinsatzleitung\""\""\""\"") for municipal response coordination during the event (partly due to recent elections and a lack of know how).",1,Prevention: non-structural,non-structural,effectiveness & efficiency,"multi-hazard, multi-risk",national & subnational
nh_111,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment",A provincial operations room is needed and it needs to be made permanent.,1,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_111,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","A \""\""\""\""climate risks citizen reserve\""\""\""\"" needs to be organized.",1,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
nh_112,natural hazard management,"improving hazard assessments towards multi-hazards, climate change influences, and integrated risk assessment","Problems were caused by unregulated banks of watercourses and inappropriate storage of wood and hay along watercourses. For better watercourse conditions, the management of watercourses should be transferred from the national to the regional or local level, with financial support for these activities, including constant and up-to-date field control.",0,Prevention: non-structural,non-structural,"knowledge, data & evidence",flooding: pluvial,national & subnational
nh_113,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","Problems were caused by unregulated banks of watercourses and inappropriate storage of wood and hay along watercourses. For better watercourse conditions, the management of watercourses should be transferred from the national to the regional or local level, with financial support for these activities, including constant and up-to-date field control.",0,"Cross-cutting, generic",,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
nh_113,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","Problems were caused by unregulated banks of watercourses and inappropriate storage of wood and hay along watercourses. For better watercourse conditions, the management of watercourses should be transferred from the national to the regional or local level, with financial support for these activities, including constant and up-to-date field control.",0,"Cross-cutting, generic",,governance: organisational & procedural,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
nh_114,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","Problems were caused by unregulated banks of watercourses and inappropriate storage of wood and hay along watercourses. For better watercourse conditions, the management of watercourses should be transferred from the national to the regional or local level, with financial support for these activities, including constant and up-to-date field control.",1,Prevention: non-structural,non-structural,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
nh_114,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","Lack of expertise or know-how concerning crisis management, caused by new municipal personnel after elections.",1,Prevention: non-structural,non-structural,awareness & recognition,"multi-hazard, multi-risk",local & regional
nh_114,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","During the planning and the reconstruction phase, barriers to considering extreme/overload scenarios need to be overcome, for example: short-term cost considerations and legal barriers.",1,Prevention: non-structural,non-structural,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
nh_114,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","During the planning and the reconstruction phase, barriers to considering extreme/overload scenarios need to be overcome, for example: short-term cost considerations and legal barriers.",1,Prevention: structural,structural,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
nh_114,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","During the planning and the reconstruction phase, barriers to considering extreme/overload scenarios need to be overcome, for example: short-term cost considerations and legal barriers.",1,Prevention: structural,structural,awareness & recognition,"multi-hazard, multi-risk",local & regional
nh_114,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","During the planning and the reconstruction phase, barriers to considering extreme/overload scenarios need to be overcome, for example: short-term cost considerations and legal barriers.",1,Prevention: structural,structural,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
nh_115,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","During the planning and the reconstruction phase, barriers to considering extreme/overload scenarios need to be overcome, for example: short-term cost considerations and legal barriers.",1,"Cross-cutting, generic",,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
nh_115,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","During the planning and the reconstruction phase, barriers to considering extreme/overload scenarios need to be overcome, for example: short-term cost considerations and legal barriers.",1,"Cross-cutting, generic",,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
nh_116,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","During the planning and the reconstruction phase, barriers to considering extreme/overload scenarios need to be overcome, for example: short-term cost considerations and legal barriers.",0,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",transnational
nh_116,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","During the planning and the reconstruction phase, barriers to considering extreme/overload scenarios need to be overcome, for example: short-term cost considerations and legal barriers.",0,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_116,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","Definition, identification, prioritization and monitoring of critical infrastructure (e.g. Schools, public buildings, roads, power plants) in potentially affected areas, incl. Stricter building standards and regulations that consider relocation.",0,Prevention: non-structural,non-structural,awareness & recognition,"multi-hazard, multi-risk",transnational
nh_116,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","Definition, identification, prioritization and monitoring of critical infrastructure (e.g. Schools, public buildings, roads, power plants) in potentially affected areas, incl. Stricter building standards and regulations that consider relocation.",0,Prevention: non-structural,non-structural,awareness & recognition,"multi-hazard, multi-risk",national & subnational
nh_117,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","Definition, identification, prioritization and monitoring of critical infrastructure (e.g. Schools, public buildings, roads, power plants) in potentially affected areas, incl. Stricter building standards and regulations that consider relocation.",1,Prevention: non-structural,non-structural,awareness & recognition,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
nh_117,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","Definition, identification, prioritization and monitoring of critical infrastructure (e.g. Schools, public buildings, roads, power plants) in potentially affected areas, incl. Stricter building standards and regulations that consider relocation.",1,Prevention: non-structural,non-structural,governance: organisational & procedural,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
nh_117,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","Definition, identification, prioritization and monitoring of critical infrastructure (e.g. Schools, public buildings, roads, power plants) in potentially affected areas, incl. Stricter building standards and regulations that consider relocation.",1,Prevention: non-structural,non-structural,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
nh_117,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","Definition, identification, prioritization and monitoring of critical infrastructure (e.g. Schools, public buildings, roads, power plants) in potentially affected areas, incl. Stricter building standards and regulations that consider relocation.",1,Prevention: structural,structural,awareness & recognition,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
nh_117,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture",Prioritizing of critical infrastructure and definition of decision hierarchies,1,Prevention: structural,structural,governance: organisational & procedural,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
nh_117,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture",Enhanced communication with and information of owners/operators of critical infrastructure,1,Prevention: structural,structural,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
nh_117,natural hazard management,"risk communication, awareness raising and building a (residual) risk culture","Water: redundant drinking water supply (provided by regional water association networks), measures for situation-adapted raw water supply/usage (esp. For agriculture, forest fires)",1,Preparedness: tool implementation,tool implementation,awareness & recognition,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
