V1,id,sector,cluster,validated,phase,phase_category,gap,risk,ownership,measure
1379,pf_11,protection forests,"implementation-oriented policy framework (programmes, instruments, management concepts, action portfolios) for increasing stability, climate resilience and adaptive capacity of forest ecosystems",0,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,national & subnational,"Integration and mainstreaming of climate adaptation and resilience into forest policy making, forest policy instruments (including funding / incentives), and sustainable forest management practices at and across different levels: goals and measures for strengthening of stable, vital, ecologically functioning and adaptive forests with high diversity at all levels, according to site conditions and fit for future climatic conditions."
1380,pf_12,protection forests,"implementation-oriented policy framework (programmes, instruments, management concepts, action portfolios) for increasing stability, climate resilience and adaptive capacity of forest ecosystems",1,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Conversion of forest stands into climate-adapted mixed forests and resilient forest ecosystems, based on forest typisation, comparison of actual state and targets, derived need for action, and prioritisation. This is because strong, healthy, and diverse forests are the best 'structural' prevention for wind."
1381,pf_12,protection forests,"implementation-oriented policy framework (programmes, instruments, management concepts, action portfolios) for increasing stability, climate resilience and adaptive capacity of forest ecosystems",1,Prevention: structural,structural,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Conversion of forest stands into climate-adapted mixed forests and resilient forest ecosystems, based on forest typisation, comparison of actual state and targets, derived need for action, and prioritisation. This is because strong, healthy, and diverse forests are the best 'structural' prevention for wind."
1382,pf_13,protection forests,"implementation-oriented policy framework (programmes, instruments, management concepts, action portfolios) for increasing stability, climate resilience and adaptive capacity of forest ecosystems",0,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Forcing site-adapted choice of tree species and provenances, aligned with potentially natural forest communities and future site conditions under climate change."
1383,pf_14,protection forests,"implementation-oriented policy framework (programmes, instruments, management concepts, action portfolios) for increasing stability, climate resilience and adaptive capacity of forest ecosystems",0,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned",Conversion of heavily modified and artificial forest stands with approximation to potentially natural forest communities and taking into account expected changes due to climate change.
1384,pf_15,protection forests,"implementation-oriented policy framework (programmes, instruments, management concepts, action portfolios) for increasing stability, climate resilience and adaptive capacity of forest ecosystems",1,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Moving away from homogeneous to heterogeneous forest structures and increasing the diversity adapted to the respective site conditions at all levels (species, structural, stand diversity, genetic diversity). This is because strong, healthy, and diverse forests are the best 'structural' prevention for wind."
1385,pf_15,protection forests,"implementation-oriented policy framework (programmes, instruments, management concepts, action portfolios) for increasing stability, climate resilience and adaptive capacity of forest ecosystems",1,Prevention: structural,structural,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Moving away from homogeneous to heterogeneous forest structures and increasing the diversity adapted to the respective site conditions at all levels (species, structural, stand diversity, genetic diversity). This is because strong, healthy, and diverse forests are the best 'structural' prevention for wind."
1386,pf_16,protection forests,"implementation-oriented policy framework (programmes, instruments, management concepts, action portfolios) for increasing stability, climate resilience and adaptive capacity of forest ecosystems",1,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Intensification of maintenance measures to control the composition of tree species and their stability (stand structure, regeneration with suitable tree species). Especially trees next to sensitive infrastructure need to be evaluated critically."
1387,pf_16,protection forests,"implementation-oriented policy framework (programmes, instruments, management concepts, action portfolios) for increasing stability, climate resilience and adaptive capacity of forest ecosystems",1,Preparedness: tool implementation,tool implementation,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Intensification of maintenance measures to control the composition of tree species and their stability (stand structure, regeneration with suitable tree species). Especially trees next to sensitive infrastructure need to be evaluated critically."
1388,pf_17,protection forests,"implementation-oriented policy framework (programmes, instruments, management concepts, action portfolios) for increasing stability, climate resilience and adaptive capacity of forest ecosystems",0,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Promotion of natural regeneration and timely initiation of (natural) rejunavation measures, in particular in protection forests, in order to strengthen resilience and autonomous adaptation of forests and to reduce vulnerability of over-aged stands to biotic and abiotic disturbances."
1389,pf_18,protection forests,"adaptive management of protection forests: active silvicultural strategies for maintaining, restoring and enhancing protection functions under climate change",0,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Concepts and action portfolios of protection forest management for restoration of critical conditions caused by management-related and other anthropogenic factors, e. g., inappropriate forest management, over-aging of forest stands, missing rejuvenation, pressures from silvipastoral land use (forest grazing), and inhibition of natural regeneration and selective segregation of tree species due to browsing influence by inflated game stocks."
1390,pf_19,protection forests,"adaptive management of protection forests: active silvicultural strategies for maintaining, restoring and enhancing protection functions under climate change",0,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Active silvicultural measures for increasing climate resilience, maintaining protection services and reducing climate vulnerabilities of protection forests: -intensifying site-adapted maintenance measures for steering stand structure and promoting regeneration with suitable tree species;
- increasing share of site-adapted and climate change-tolerant tree species (e. g., deep-rooting species like fir trees);
- shorter rotation periods to achieve higher vitality and storm resistance;
- development of multi-layered stands (to maintain ground shading and interception, increase stand stability and make it easier to compensate for the loss of individual stand layers)."
1391,pf_20,protection forests,site- and climate-adapted choice of tree provenances,1,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Climate-fit forest conversion, reforestation, supplementary planting: considering changed requirements to the assortment of seed and planting material in an anticipatory way. Greater consideration of forest genetics, e. g., by systematic screening of drought-resistant seed provenances for main tree species. This is because strong, healthy, and diverse forests are the best 'structural' prevention for wind."
1392,pf_20,protection forests,site- and climate-adapted choice of tree provenances,1,Prevention: non-structural,non-structural,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Climate-fit forest conversion, reforestation, supplementary planting: considering changed requirements to the assortment of seed and planting material in an anticipatory way. Greater consideration of forest genetics, e. g., by systematic screening of drought-resistant seed provenances for main tree species. This is because strong, healthy, and diverse forests are the best 'structural' prevention for wind."
1393,pf_21,protection forests,site- and climate-adapted choice of tree provenances,0,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Building up stocks of sufficiently climate-adapted seed materials, especially from more drought-resistant and heat-accentuated provenances."
1394,pf_21,protection forests,site- and climate-adapted choice of tree provenances,0,Prevention: non-structural,non-structural,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Building up stocks of sufficiently climate-adapted seed materials, especially from more drought-resistant and heat-accentuated provenances."
1395,pf_22,protection forests,site- and climate-adapted choice of tree provenances,0,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,transnational,"Gene preservation programmes (gen preservation forests, plantations)."
1396,pf_22,protection forests,site- and climate-adapted choice of tree provenances,0,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,national & subnational,"Gene preservation programmes (gen preservation forests, plantations)."
1397,pf_22,protection forests,site- and climate-adapted choice of tree provenances,0,Prevention: non-structural,non-structural,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,transnational,"Gene preservation programmes (gen preservation forests, plantations)."
1398,pf_22,protection forests,site- and climate-adapted choice of tree provenances,0,Prevention: non-structural,non-structural,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,national & subnational,"Gene preservation programmes (gen preservation forests, plantations)."
1399,pf_23,protection forests,site- and climate-adapted choice of tree provenances,0,Prevention: non-structural,non-structural,awareness & recognition,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned",Increasing awareness of the significance of genetic diversity of forest stands in the practice of forest management.
1400,pf_24,protection forests,developing and providing practice-oriented knowledge and decision-making basis for climate-resilient forest management and stewardship of protection forests,0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,national & subnational,Integrating countrywide identification and evaluation of protective services of protection forests into the national forest inventory system by means of remote sensing methods.
1401,pf_25,protection forests,developing and providing practice-oriented knowledge and decision-making basis for climate-resilient forest management and stewardship of protection forests,0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Incorporating climate scenarios into the implementation of adapted management concepts and measures, with a particular focus on protection forests."
1402,pf_26,protection forests,developing and providing practice-oriented knowledge and decision-making basis for climate-resilient forest management and stewardship of protection forests,0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,national & subnational,Strengthening climate impact research with regional significance.
1403,pf_27,protection forests,developing and providing practice-oriented knowledge and decision-making basis for climate-resilient forest management and stewardship of protection forests,0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,national & subnational,"countrywide dynamic forest type mapping (typology of changing site and stand conditions under climate change) in order to support forest management decisions, with highest priority in protection forests. In particular needed to inform choice of climate-adapted tree species and provenances, to clarify silvicultural solution space, and to derive concrete need for action for climate-fit forests. Assessment of general and specific protection functionalities based on dynamic forest types."
1404,pf_28,protection forests,developing and providing practice-oriented knowledge and decision-making basis for climate-resilient forest management and stewardship of protection forests,0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,transnational,Continuing and intensifying research on forest management and forest genetics in the context of climate change and suitable adaptation options.
1405,pf_28,protection forests,developing and providing practice-oriented knowledge and decision-making basis for climate-resilient forest management and stewardship of protection forests,0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,national & subnational,Continuing and intensifying research on forest management and forest genetics in the context of climate change and suitable adaptation options.
1406,pf_29,protection forests,developing and providing practice-oriented knowledge and decision-making basis for climate-resilient forest management and stewardship of protection forests,0,"Cross-cutting, generic",Cross-cutting,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,national & subnational,"Further development of approaches for coping with the effects of extreme events on forests: hazard potentials, risk information, suitable measures for risk prevention, response, damage recovery and evaluation."
1407,pf_29,protection forests,developing and providing practice-oriented knowledge and decision-making basis for climate-resilient forest management and stewardship of protection forests,0,"Cross-cutting, generic",Cross-cutting,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,national & subnational,"Further development of approaches for coping with the effects of extreme events on forests: hazard potentials, risk information, suitable measures for risk prevention, response, damage recovery and evaluation."
1408,pf_30,protection forests,developing and providing practice-oriented knowledge and decision-making basis for climate-resilient forest management and stewardship of protection forests,0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,national & subnational,"Programme for applied protection forest research and securing of sufficient financing for building up scientific structures and capacities. Such a programme may focus on biotic and abiotic hazards, dynamic changes of forest sites under climate change, experimentation and demonstration sites for future-fit types of protection forests."
1409,pf_30,protection forests,developing and providing practice-oriented knowledge and decision-making basis for climate-resilient forest management and stewardship of protection forests,0,Prevention: non-structural,non-structural,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,national & subnational,"Programme for applied protection forest research and securing of sufficient financing for building up scientific structures and capacities. Such a programme may focus on biotic and abiotic hazards, dynamic changes of forest sites under climate change, experimentation and demonstration sites for future-fit types of protection forests."
1410,pf_31,protection forests,developing and providing practice-oriented knowledge and decision-making basis for climate-resilient forest management and stewardship of protection forests,0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned",Further development and broad utilisation of knowledge prepared for practical use in silvicultural decisions.
1411,pf_31,protection forests,developing and providing practice-oriented knowledge and decision-making basis for climate-resilient forest management and stewardship of protection forests,0,Prevention: non-structural,non-structural,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned",Further development and broad utilisation of knowledge prepared for practical use in silvicultural decisions.
1412,pf_32,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,national & subnational,"Establishing a countrywide, publicly accessible data base on biotic and abiotic damage events in protection forests (forest damage monitoring for avalanches, mass movements, storm, forest fire, snow breakage, ice breakage, bark beetle, erosion) as basis for planning and management:
- central documentation and publication of damaging factors;
- improved damage reporting systems with shortened reporting time and online entry;
- countrywide recording and evaluation of damages caused by these events."
1413,pf_32,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Prevention: non-structural,non-structural,"knowledge, data & evidence","forest fire, wildfire",national & subnational,"Establishing a countrywide, publicly accessible data base on biotic and abiotic damage events in protection forests (forest damage monitoring for avalanches, mass movements, storm, forest fire, snow breakage, ice breakage, bark beetle, erosion) as basis for planning and management:
- central documentation and publication of damaging factors;
- improved damage reporting systems with shortened reporting time and online entry;
- countrywide recording and evaluation of damages caused by these events."
1414,pf_32,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Preparedness: tools,tools,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,national & subnational,"Establishing a countrywide, publicly accessible data base on biotic and abiotic damage events in protection forests (forest damage monitoring for avalanches, mass movements, storm, forest fire, snow breakage, ice breakage, bark beetle, erosion) as basis for planning and management:
- central documentation and publication of damaging factors;
- improved damage reporting systems with shortened reporting time and online entry;
- countrywide recording and evaluation of damages caused by these events."
1415,pf_32,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Preparedness: tools,tools,"knowledge, data & evidence","forest fire, wildfire",national & subnational,"Establishing a countrywide, publicly accessible data base on biotic and abiotic damage events in protection forests (forest damage monitoring for avalanches, mass movements, storm, forest fire, snow breakage, ice breakage, bark beetle, erosion) as basis for planning and management:
- central documentation and publication of damaging factors;
- improved damage reporting systems with shortened reporting time and online entry;
- countrywide recording and evaluation of damages caused by these events."
1416,pf_33,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,national & subnational,"Establisment of efficient early warning and information systems for forest protection monitoring (forest pathology, pest management):
- remote sensing and simulation methods;
- pest insect and bark beetle monitoring (with countrywide central coordination, network of bark beetle traps operated by regional forest services, weekly reporting by district forest authorities, central data gathering, up-to-date online publication for use as important information source by forest managers);
- countrywide minimum standards for forest protection monitoring."
1417,pf_33,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Preparedness: tools,tools,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,national & subnational,"Establisment of efficient early warning and information systems for forest protection monitoring (forest pathology, pest management):
- remote sensing and simulation methods;
- pest insect and bark beetle monitoring (with countrywide central coordination, network of bark beetle traps operated by regional forest services, weekly reporting by district forest authorities, central data gathering, up-to-date online publication for use as important information source by forest managers);
- countrywide minimum standards for forest protection monitoring."
1418,pf_34,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,national & subnational,"Robust analyses of the vulnerability of forests and models for probability of occurance and possible proliferation of different disturbances (e. g., fire, bark beetle, storm), including their dependance on climatic factors, soils, forest cover, landscape context and topography. Dynamic assessment of vulnerabilities of protection forests to disturbances in order to build capacities for anticipatory adaptation to climate change and related extremes (in contrast to management based on static forest types). Modelling results should be made available to all forest owners / managers, e. g., in the form of risk maps. Concretising the risk analysis should be done at site level and in the frame of the forest inventory at the level of forest operations."
1419,pf_34,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Prevention: non-structural,non-structural,"knowledge, data & evidence","forest fire, wildfire",national & subnational,"Robust analyses of the vulnerability of forests and models for probability of occurance and possible proliferation of different disturbances (e. g., fire, bark beetle, storm), including their dependance on climatic factors, soils, forest cover, landscape context and topography. Dynamic assessment of vulnerabilities of protection forests to disturbances in order to build capacities for anticipatory adaptation to climate change and related extremes (in contrast to management based on static forest types). Modelling results should be made available to all forest owners / managers, e. g., in the form of risk maps. Concretising the risk analysis should be done at site level and in the frame of the forest inventory at the level of forest operations."
1420,pf_34,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Prevention: non-structural,non-structural,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,national & subnational,"Robust analyses of the vulnerability of forests and models for probability of occurance and possible proliferation of different disturbances (e. g., fire, bark beetle, storm), including their dependance on climatic factors, soils, forest cover, landscape context and topography. Dynamic assessment of vulnerabilities of protection forests to disturbances in order to build capacities for anticipatory adaptation to climate change and related extremes (in contrast to management based on static forest types). Modelling results should be made available to all forest owners / managers, e. g., in the form of risk maps. Concretising the risk analysis should be done at site level and in the frame of the forest inventory at the level of forest operations."
1421,pf_34,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Prevention: non-structural,non-structural,"resources, capacity & implementation","forest fire, wildfire",national & subnational,"Robust analyses of the vulnerability of forests and models for probability of occurance and possible proliferation of different disturbances (e. g., fire, bark beetle, storm), including their dependance on climatic factors, soils, forest cover, landscape context and topography. Dynamic assessment of vulnerabilities of protection forests to disturbances in order to build capacities for anticipatory adaptation to climate change and related extremes (in contrast to management based on static forest types). Modelling results should be made available to all forest owners / managers, e. g., in the form of risk maps. Concretising the risk analysis should be done at site level and in the frame of the forest inventory at the level of forest operations."
1422,pf_34,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Preparedness: tools,tools,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,national & subnational,"Robust analyses of the vulnerability of forests and models for probability of occurance and possible proliferation of different disturbances (e. g., fire, bark beetle, storm), including their dependance on climatic factors, soils, forest cover, landscape context and topography. Dynamic assessment of vulnerabilities of protection forests to disturbances in order to build capacities for anticipatory adaptation to climate change and related extremes (in contrast to management based on static forest types). Modelling results should be made available to all forest owners / managers, e. g., in the form of risk maps. Concretising the risk analysis should be done at site level and in the frame of the forest inventory at the level of forest operations."
1423,pf_34,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Preparedness: tools,tools,"knowledge, data & evidence","forest fire, wildfire",national & subnational,"Robust analyses of the vulnerability of forests and models for probability of occurance and possible proliferation of different disturbances (e. g., fire, bark beetle, storm), including their dependance on climatic factors, soils, forest cover, landscape context and topography. Dynamic assessment of vulnerabilities of protection forests to disturbances in order to build capacities for anticipatory adaptation to climate change and related extremes (in contrast to management based on static forest types). Modelling results should be made available to all forest owners / managers, e. g., in the form of risk maps. Concretising the risk analysis should be done at site level and in the frame of the forest inventory at the level of forest operations."
1424,pf_34,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Preparedness: tools,tools,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,national & subnational,"Robust analyses of the vulnerability of forests and models for probability of occurance and possible proliferation of different disturbances (e. g., fire, bark beetle, storm), including their dependance on climatic factors, soils, forest cover, landscape context and topography. Dynamic assessment of vulnerabilities of protection forests to disturbances in order to build capacities for anticipatory adaptation to climate change and related extremes (in contrast to management based on static forest types). Modelling results should be made available to all forest owners / managers, e. g., in the form of risk maps. Concretising the risk analysis should be done at site level and in the frame of the forest inventory at the level of forest operations."
1425,pf_34,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Preparedness: tools,tools,"resources, capacity & implementation","forest fire, wildfire",national & subnational,"Robust analyses of the vulnerability of forests and models for probability of occurance and possible proliferation of different disturbances (e. g., fire, bark beetle, storm), including their dependance on climatic factors, soils, forest cover, landscape context and topography. Dynamic assessment of vulnerabilities of protection forests to disturbances in order to build capacities for anticipatory adaptation to climate change and related extremes (in contrast to management based on static forest types). Modelling results should be made available to all forest owners / managers, e. g., in the form of risk maps. Concretising the risk analysis should be done at site level and in the frame of the forest inventory at the level of forest operations."
1426,pf_35,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Area-wide, cross-property monitoring in order to enable rapid response and recovery measures by forest operations, authorities and emergency services in case of damage events. Techniques based on remote sensing, drones, aircrafts, satellites and mobile apps are needed to enable accurate and timely localisation of disturbances and damages, estimation of damage extent, focussed and immediate response measures, and efficient coordination among action forces."
1427,pf_35,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Preparedness: tools,tools,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Area-wide, cross-property monitoring in order to enable rapid response and recovery measures by forest operations, authorities and emergency services in case of damage events. Techniques based on remote sensing, drones, aircrafts, satellites and mobile apps are needed to enable accurate and timely localisation of disturbances and damages, estimation of damage extent, focussed and immediate response measures, and efficient coordination among action forces."
1428,pf_35,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Response: tools,tools,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","Area-wide, cross-property monitoring in order to enable rapid response and recovery measures by forest operations, authorities and emergency services in case of damage events. Techniques based on remote sensing, drones, aircrafts, satellites and mobile apps are needed to enable accurate and timely localisation of disturbances and damages, estimation of damage extent, focussed and immediate response measures, and efficient coordination among action forces."
1429,pf_36,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Prevention: non-structural,non-structural,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","More comprehensive and efficient monitoring of the current state of protection forests. In particular, the identification of small-scale calamities and the introduction of timely phytosanitary measures in locations that are difficult to access
- in order to prevent large-scale threats to protection forests- requires automated remote sensing methods (using satellites and drones). In addition, suitable information channels must be established between the monitoring systems to be created and the local forest managers to enable the rapid processing of damaged wood."
1430,pf_36,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Prevention: non-structural,non-structural,governance: organisational & procedural,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","More comprehensive and efficient monitoring of the current state of protection forests. In particular, the identification of small-scale calamities and the introduction of timely phytosanitary measures in locations that are difficult to access
- in order to prevent large-scale threats to protection forests- requires automated remote sensing methods (using satellites and drones). In addition, suitable information channels must be established between the monitoring systems to be created and the local forest managers to enable the rapid processing of damaged wood."
1431,pf_36,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Preparedness: tools,tools,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","More comprehensive and efficient monitoring of the current state of protection forests. In particular, the identification of small-scale calamities and the introduction of timely phytosanitary measures in locations that are difficult to access
- in order to prevent large-scale threats to protection forests- requires automated remote sensing methods (using satellites and drones). In addition, suitable information channels must be established between the monitoring systems to be created and the local forest managers to enable the rapid processing of damaged wood."
1432,pf_36,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Preparedness: tools,tools,governance: organisational & procedural,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","More comprehensive and efficient monitoring of the current state of protection forests. In particular, the identification of small-scale calamities and the introduction of timely phytosanitary measures in locations that are difficult to access
- in order to prevent large-scale threats to protection forests- requires automated remote sensing methods (using satellites and drones). In addition, suitable information channels must be established between the monitoring systems to be created and the local forest managers to enable the rapid processing of damaged wood."
1433,pf_36,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Response: tools,tools,"knowledge, data & evidence",forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","More comprehensive and efficient monitoring of the current state of protection forests. In particular, the identification of small-scale calamities and the introduction of timely phytosanitary measures in locations that are difficult to access
- in order to prevent large-scale threats to protection forests- requires automated remote sensing methods (using satellites and drones). In addition, suitable information channels must be established between the monitoring systems to be created and the local forest managers to enable the rapid processing of damaged wood."
1434,pf_36,protection forests,"monitoring, risk assessment and early warning systems for improving disturbance and calamity management (biotic und abiotic damage events) in protection forests",0,Response: tools,tools,governance: organisational & procedural,forest disturbances & loss of protective forest functions,"multi-level, cross-level, co-owned","More comprehensive and efficient monitoring of the current state of protection forests. In particular, the identification of small-scale calamities and the introduction of timely phytosanitary measures in locations that are difficult to access
- in order to prevent large-scale threats to protection forests- requires automated remote sensing methods (using satellites and drones). In addition, suitable information channels must be established between the monitoring systems to be created and the local forest managers to enable the rapid processing of damaged wood."
1435,pf_37,protection forests,"focussing disturbance and calamity management in protection forests on precaution, prevention and preparedness measures",0,Prevention: non-structural,non-structural,policy design & planning,forest disturbances & loss of protective forest functions,national & subnational,"Development of specific action plans for the management of disturbances, especially of bark beetle calamities and for post-storm recovery."
1436,pf_37,protection forests,"focussing disturbance and calamity management in protection forests on precaution, prevention and preparedness measures",0,Response: tool implementation,tool implementation,policy design & planning,forest disturbances & loss of protective forest functions,national & subnational,"Development of specific action plans for the management of disturbances, especially of bark beetle calamities and for post-storm recovery."
1437,pf_37,protection forests,"focussing disturbance and calamity management in protection forests on precaution, prevention and preparedness measures",0,Recovery: structural,structural,policy design & planning,forest disturbances & loss of protective forest functions,national & subnational,"Development of specific action plans for the management of disturbances, especially of bark beetle calamities and for post-storm recovery."
1438,pf_38,protection forests,"focussing disturbance and calamity management in protection forests on precaution, prevention and preparedness measures",0,Prevention: structural,structural,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,national & subnational,"Basic countrywide road access in protection forests to safeguard implementation of prevention, disturbance management and resilience measures."
1439,pf_38,protection forests,"focussing disturbance and calamity management in protection forests on precaution, prevention and preparedness measures",0,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,national & subnational,"Basic countrywide road access in protection forests to safeguard implementation of prevention, disturbance management and resilience measures."
1440,pf_38,protection forests,"focussing disturbance and calamity management in protection forests on precaution, prevention and preparedness measures",0,Response: tool implementation,tool implementation,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,national & subnational,"Basic countrywide road access in protection forests to safeguard implementation of prevention, disturbance management and resilience measures."
1441,pf_39,protection forests,"focussing disturbance and calamity management in protection forests on precaution, prevention and preparedness measures",1,Prevention: structural,structural,"resources, capacity & implementation",forest disturbances & loss of protective forest functions,local & regional,"Evaluating the forest access system and safeguarding rapid accessibility to forest sites and quick removal of wood in the case of calamities through a sufficiently dense forest road system. Preparing logistics concepts for the transport and storage of increased quantities of damaged timber. Here, key challenges are the lacking capacity of local wood processing companies (leading to dependencies on foreign companies) as well as the coordination of wood transportation after extreme events."
1442,pf_39,protection forests,"focussing disturbance and calamity management in protection forests on precaution, prevention and preparedness measures",1,Prevention: structural,structural,governance: organisational & procedural,forest disturbances & loss of protective forest functions,local & regional,"Evaluating the forest access system and safeguarding rapid accessibility to forest sites and quick removal of wood in the case of calamities through a sufficiently dense forest road system. Preparing logistics concepts for the transport and storage of increased quantities of damaged timber. Here, key challenges are the lacking capacity of local wood processing companies (leading to dependencies on foreign companies) as well as the coordination of wood transportation after extreme events."
